pitcher,player_name,pitch_type,game_year,woba_num,woba_denom,wOBAA,xwOBAA,BB,HBP,singles,doubles,triples,HR,K
669211,"Akin, Keegan",FF,2025,32.6152,84,0.3883,0.3611,13,0,13,5,0,3,18
669211,"Akin, Keegan",SL,2022,12.7986,74,0.173,0.2434,2,0,11,0,0,1,17
669211,"Akin, Keegan",SL,2024,12.5271,71,0.1764,0.1995,2,0,6,1,0,2,27
669212,"Morgan, Eli",CH,2022,16.9067,69,0.245,0.2461,5,1,5,3,0,2,17
669212,"Morgan, Eli",CH,2023,20.4861,75,0.2731,0.2364,6,0,13,1,0,2,30
669212,"Morgan, Eli",FF,2022,34.8135,105,0.3316,0.3144,7,1,8,6,0,6,33
669212,"Morgan, Eli",FF,2023,19.95,62,0.3218,0.338,6,0,12,3,0,1,10
669270,"Kuhnel, Joel",SI,2022,27.5285,63,0.437,0.3079,4,3,15,6,0,1,9
669276,"Lee, Dylan",FF,2022,20.7748,79,0.263,0.2651,8,0,10,2,0,2,21
669276,"Lee, Dylan",SL,2022,15.8626,62,0.2558,0.2751,1,0,9,2,0,2,16
669276,"Lee, Dylan",SL,2024,26.0903,88,0.2965,0.2221,6,0,7,5,0,4,33
669276,"Lee, Dylan",SL,2025,27.4711,107,0.2567,0.2385,7,0,10,2,0,5,33
669302,"Gilbert, Logan",CU,2024,16.135,82,0.1968,0.1859,3,1,7,4,0,1,32
669302,"Gilbert, Logan",FC,2024,27.3858,73,0.3751,0.3506,3,0,6,6,0,5,15
669302,"Gilbert, Logan",FF,2022,91.1417,278,0.3278,0.329,21,3,39,14,0,10,66
669302,"Gilbert, Logan",FF,2023,90.6347,235,0.3857,0.3627,18,0,47,11,1,10,36
669302,"Gilbert, Logan",FF,2024,65.2783,198,0.3297,0.3554,14,0,25,7,1,10,32
669302,"Gilbert, Logan",FF,2025,43.0607,124,0.3473,0.358,8,2,20,6,0,5,16
669302,"Gilbert, Logan",FS,2023,28.5394,116,0.246,0.2106,0,2,12,2,0,6,49
669302,"Gilbert, Logan",FS,2024,12.2719,86,0.1427,0.1473,3,1,4,3,0,1,50
669302,"Gilbert, Logan",FS,2025,10.9067,91,0.1199,0.1074,2,1,8,0,0,1,63
669302,"Gilbert, Logan",SL,2022,38.3447,146,0.2626,0.2609,5,0,21,8,1,2,44
669302,"Gilbert, Logan",SL,2023,48.1667,179,0.2691,0.2727,10,0,21,8,1,5,45
669302,"Gilbert, Logan",SL,2024,65.0178,209,0.3111,0.2697,10,0,24,16,0,7,55
669302,"Gilbert, Logan",SL,2025,38.1658,113,0.3378,0.2952,8,0,15,5,1,5,27
669330,"Wells, Tyler",CH,2023,28.2331,92,0.3069,0.2586,4,0,12,1,0,6,24
669330,"Wells, Tyler",FC,2022,27.6531,93,0.2973,0.277,9,0,12,4,1,2,18
669330,"Wells, Tyler",FC,2023,26.4846,73,0.3628,0.3871,10,1,5,1,0,6,13
669330,"Wells, Tyler",FF,2022,36.4157,115,0.3167,0.3531,6,1,14,4,0,6,16
669330,"Wells, Tyler",FF,2023,40.1434,127,0.3161,0.3278,7,2,11,5,1,7,40
669330,"Wells, Tyler",SL,2023,11.3601,64,0.1775,0.2272,5,0,4,2,0,1,19
669358,"Baz, Shane",CH,2025,20.5351,62,0.3312,0.2769,5,0,9,2,0,3,9
669358,"Baz, Shane",CU,2024,14.3192,69,0.2075,0.2408,2,2,8,2,0,1,22
669358,"Baz, Shane",FC,2025,28.0124,68,0.4119,0.339,5,1,11,4,0,4,13
669358,"Baz, Shane",FF,2024,38.5032,126,0.3056,0.3174,15,2,19,2,0,4,21
669358,"Baz, Shane",FF,2025,58.2596,166,0.351,0.3387,23,0,23,8,0,6,37
669358,"Baz, Shane",KC,2025,40.4468,127,0.3185,0.282,6,2,16,11,0,3,42
669371,"Henry, Cole",FF,2025,39.2405,122,0.3216,0.337,22,4,12,3,0,4,30
669372,"Ginn, J.T.",SI,2025,53.8871,168,0.3208,0.3195,20,2,20,7,0,6,41
669372,"Ginn, J.T.",SL,2025,22.3029,61,0.3656,0.273,0,1,6,5,0,4,22
669373,"Skubal, Tarik",CH,2023,11.449,65,0.1761,0.1842,2,1,10,1,0,0,30
669373,"Skubal, Tarik",CH,2024,41.6595,159,0.262,0.2409,4,0,27,5,0,4,49
669373,"Skubal, Tarik",CH,2025,29.2315,167,0.175,0.1968,2,0,15,6,0,3,71
669373,"Skubal, Tarik",FF,2022,31.9676,81,0.3947,0.3124,9,0,8,9,0,3,19
669373,"Skubal, Tarik",FF,2023,22.6722,90,0.2519,0.246,4,1,12,4,1,1,32
669373,"Skubal, Tarik",FF,2024,42.4056,181,0.2343,0.2616,11,3,23,6,1,2,60
669373,"Skubal, Tarik",FF,2025,37.3664,156,0.2395,0.2728,10,2,18,4,0,4,56
669373,"Skubal, Tarik",SI,2022,24.6869,92,0.2683,0.3281,8,1,15,5,0,0,17
669373,"Skubal, Tarik",SI,2024,25.5799,117,0.2186,0.2304,2,4,14,3,2,1,34
669373,"Skubal, Tarik",SI,2025,31.0404,94,0.3302,0.3339,2,2,16,4,0,4,19
669373,"Skubal, Tarik",SL,2022,29.7417,104,0.286,0.2817,4,0,13,7,1,2,18
669373,"Skubal, Tarik",SL,2024,18.4258,62,0.2972,0.3085,7,0,5,2,0,3,18
669387,"Mlodzinski, Carmen",FF,2024,18.4854,70,0.2641,0.284,10,0,6,2,0,2,18
669387,"Mlodzinski, Carmen",FF,2025,47.923,142,0.3375,0.3447,20,1,18,7,2,3,27
669387,"Mlodzinski, Carmen",SL,2025,25.7325,71,0.3624,0.3724,4,0,14,5,0,2,12
669395,"Coleman, Dylan",FF,2022,36.491,119,0.3066,0.328,18,2,12,7,0,2,18
669424,"Lambert, Jimmy",FF,2022,25.4323,74,0.3437,0.2771,9,0,11,3,1,2,17
669432,"Rogers, Trevor",CH,2022,36.4888,111,0.3287,0.2982,13,0,10,13,0,1,16
669432,"Rogers, Trevor",CH,2024,37.1129,113,0.3284,0.2779,7,0,19,9,0,2,23
669432,"Rogers, Trevor",CH,2025,17.734,93,0.1907,0.2957,4,0,13,2,1,0,16
669432,"Rogers, Trevor",FF,2022,78.0209,191,0.4085,0.4043,23,1,28,13,0,9,41
669432,"Rogers, Trevor",FF,2024,49.0514,127,0.3862,0.386,15,1,14,12,1,4,27
669432,"Rogers, Trevor",FF,2025,20.2033,110,0.1837,0.2538,4,0,13,2,1,1,32
669432,"Rogers, Trevor",SI,2024,44.6374,112,0.3985,0.4334,17,0,17,6,0,5,12
669432,"Rogers, Trevor",SI,2025,18.0669,60,0.3011,0.3942,4,0,14,3,0,0,8
669432,"Rogers, Trevor",SL,2022,17.7383,65,0.2729,0.2318,0,3,8,3,0,2,24
669438,"Englert, Mason",CH,2023,21.234,60,0.3539,0.3279,6,0,11,0,2,2,16
669438,"Englert, Mason",SL,2023,23.7067,61,0.3886,0.3923,3,1,10,6,0,2,9
669456,"Bieber, Shane",FC,2022,25.6666,72,0.3565,0.339,4,0,14,3,0,3,7
669456,"Bieber, Shane",FC,2023,30.6924,86,0.3569,0.3996,9,0,15,6,0,2,5
669456,"Bieber, Shane",FF,2022,63.065,185,0.3409,0.3684,13,0,38,10,0,4,26
669456,"Bieber, Shane",FF,2023,36.8882,104,0.3547,0.3945,7,0,17,7,1,3,12
669456,"Bieber, Shane",KC,2022,21.4562,124,0.173,0.2031,4,0,15,3,0,1,53
669456,"Bieber, Shane",SL,2022,45.3981,188,0.2415,0.2428,8,0,23,7,1,4,59
669456,"Bieber, Shane",SL,2023,23.5983,77,0.3065,0.2739,4,0,7,6,0,3,26
669459,"Nelson, Kyle",FF,2023,31.9356,74,0.4316,0.3556,6,0,16,4,0,4,13
669459,"Nelson, Kyle",SL,2022,22.471,77,0.2918,0.3237,3,2,7,8,0,1,19
669459,"Nelson, Kyle",SL,2023,32.6891,91,0.3592,0.2903,5,1,11,4,0,6,34
669461,"Liberatore, Matthew",FF,2023,36.6159,99,0.3699,0.401,4,1,18,7,1,3,15
669461,"Liberatore, Matthew",FF,2025,54.9484,141,0.3897,0.3911,8,0,27,5,2,7,23
669461,"Liberatore, Matthew",SI,2024,26.6732,66,0.4041,0.3546,5,0,13,4,0,3,13
669461,"Liberatore, Matthew",SI,2025,23.9565,60,0.3993,0.4418,4,2,11,1,0,4,3
669461,"Liberatore, Matthew",SL,2024,21.2981,91,0.234,0.254,6,0,10,7,0,0,26
669461,"Liberatore, Matthew",SL,2025,36.8623,117,0.3151,0.3228,7,0,22,7,0,2,35
669467,"Pallante, Andre",FF,2022,63.0694,199,0.3169,0.3152,15,1,40,8,1,3,20
669467,"Pallante, Andre",FF,2023,39.8605,157,0.2539,0.2747,14,2,24,6,0,1,18
669467,"Pallante, Andre",FF,2024,50.9905,190,0.2684,0.3261,26,0,32,5,0,1,17
669467,"Pallante, Andre",FF,2025,104.9281,264,0.3975,0.3758,23,0,48,17,2,10,25
669467,"Pallante, Andre",SI,2024,25.3268,70,0.3618,0.3154,7,1,12,6,0,1,8
669467,"Pallante, Andre",SI,2025,23.649,81,0.292,0.2594,4,1,17,3,0,1,9
669467,"Pallante, Andre",SL,2022,15.2062,63,0.2414,0.3233,8,0,8,1,0,1,12
669467,"Pallante, Andre",SL,2024,17.6435,67,0.2633,0.2106,0,0,13,5,0,0,21
669467,"Pallante, Andre",SL,2025,47.622,158,0.3014,0.321,20,0,19,3,2,5,30
669618,"Barlow, Joe",SL,2022,19.8174,73,0.2715,0.3819,8,2,9,1,0,2,12
669622,"Bender, Anthony",SI,2024,30.9203,82,0.3771,0.3759,6,1,21,5,0,1,12
669622,"Bender, Anthony",ST,2024,12.0994,65,0.1861,0.1928,3,0,7,2,1,0,25
669674,"Long, Sam",CH,2022,21.9797,61,0.3603,0.3091,2,1,3,1,2,5,11
669674,"Long, Sam",FF,2022,29.168,75,0.3889,0.3521,10,0,12,6,0,2,12
669674,"Long, Sam",FF,2023,27.1957,80,0.3399,0.3841,9,0,17,4,0,1,10
669674,"Long, Sam",FF,2024,19.8935,64,0.3108,0.3446,9,0,7,1,0,3,16
669711,"Weissert, Greg",FF,2025,17.834,65,0.2744,0.2915,6,1,4,4,0,2,15
669713,"Wesneski, Hayden",FF,2023,32.6302,73,0.447,0.4134,6,0,10,5,1,5,13
669713,"Wesneski, Hayden",FF,2024,31.7922,94,0.3382,0.3685,11,0,12,4,0,4,11
669713,"Wesneski, Hayden",ST,2023,10.2955,80,0.1287,0.2018,5,0,6,0,0,1,38
669713,"Wesneski, Hayden",ST,2024,17.3334,78,0.2222,0.2084,4,1,5,2,0,3,38
669721,"Daniel, Davis",FF,2024,25.1492,60,0.4192,0.3163,2,0,10,6,0,3,13
669724,"Hanifee, Brenan",SI,2024,13.745,64,0.2148,0.2682,5,0,13,0,0,0,7
669724,"Hanifee, Brenan",SI,2025,50.6446,143,0.3542,0.3431,10,1,25,9,2,3,14
669796,"Hernandez, Jose E.",FF,2023,34.825,69,0.5047,0.4421,14,1,8,4,1,5,9
669796,"Hernandez, Jose E.",SL,2023,16.7332,95,0.1761,0.1759,0,0,9,5,0,1,43
669854,"Blanco, Ronel",CH,2024,37.6628,147,0.2562,0.2504,16,0,11,6,2,3,48
669854,"Blanco, Ronel",FF,2023,29.6354,66,0.449,0.4346,13,1,8,2,0,5,10
669854,"Blanco, Ronel",FF,2024,70.8843,195,0.3635,0.3961,27,2,18,9,1,10,34
669854,"Blanco, Ronel",SL,2023,21.496,87,0.2471,0.2461,4,1,9,1,0,4,27
669854,"Blanco, Ronel",SL,2024,41.2446,185,0.2229,0.2974,14,0,18,6,0,4,48
669912,"Snead, Kirby",SI,2022,28.6329,68,0.4211,0.4061,8,1,12,6,0,2,5
669912,"Snead, Kirby",SL,2022,27.6371,74,0.3735,0.2743,3,1,16,5,0,2,14
669920,"Alexander, Jason",CH,2025,36.4413,107,0.3406,0.2736,7,0,8,3,1,8,38
669920,"Alexander, Jason",SI,2022,55.8576,144,0.3879,0.3932,14,2,31,5,2,4,11
669920,"Alexander, Jason",SI,2025,46.9022,124,0.3782,0.4063,12,2,34,4,0,2,4
669923,"Kirby, George",FF,2022,55.044,190,0.2897,0.2669,6,2,27,11,0,5,57
669923,"Kirby, George",FF,2023,74.856,253,0.2959,0.3072,12,1,37,8,2,9,74
669923,"Kirby, George",FF,2024,62.035,198,0.3133,0.2534,7,0,20,12,0,10,69
669923,"Kirby, George",FF,2025,25.2667,106,0.2384,0.29,11,2,9,2,0,3,37
669923,"Kirby, George",KC,2023,25.97,66,0.3935,0.3352,0,0,13,3,2,3,11
669923,"Kirby, George",SI,2022,20.5097,70,0.293,0.2792,8,1,15,2,0,0,22
669923,"Kirby, George",SI,2023,49.5338,164,0.302,0.3213,4,4,29,8,0,4,32
669923,"Kirby, George",SI,2024,37.552,155,0.2423,0.2707,5,2,24,8,0,1,19
669923,"Kirby, George",SI,2025,45.2743,131,0.3456,0.3292,9,2,23,4,1,5,26
669923,"Kirby, George",SL,2023,24.839,87,0.2855,0.2799,2,1,17,2,2,1,9
669923,"Kirby, George",SL,2024,29.7057,121,0.2455,0.2751,5,0,18,5,0,2,27
669923,"Kirby, George",SL,2025,28.6748,92,0.3117,0.3017,1,0,18,6,0,2,21
669947,"Scholtens, Jesse",FF,2023,50.7201,140,0.3623,0.3505,14,0,23,3,0,8,15
669947,"Scholtens, Jesse",SL,2023,40.4043,97,0.4165,0.3354,4,2,29,4,0,3,14
669952,"White, Mitch",FF,2022,58.526,160,0.3658,0.3478,18,2,23,10,2,4,20
669952,"White, Mitch",ST,2022,28.8245,104,0.2772,0.2641,3,0,19,5,1,1,31
670036,"Festa, Matt",FF,2022,20.4951,67,0.3059,0.3175,9,0,4,0,1,4,18
670036,"Festa, Matt",FF,2025,22.7126,66,0.3441,0.4029,8,2,11,2,0,2,12
670036,"Festa, Matt",ST,2022,25.9116,88,0.2944,0.2582,3,0,15,3,0,3,27
670059,"Holderman, Colin",SI,2023,38.264,113,0.3386,0.3503,9,1,25,5,0,2,13
670059,"Holderman, Colin",ST,2024,12.5337,71,0.1765,0.1877,6,0,6,3,0,0,28
670102,"Francis, Bowden",FF,2023,20.2139,74,0.2732,0.3213,6,1,9,1,0,3,18
670102,"Francis, Bowden",FF,2024,49.3763,177,0.279,0.2978,8,2,14,5,0,10,35
670102,"Francis, Bowden",FF,2025,44.8533,112,0.4005,0.371,10,3,23,1,1,6,16
670102,"Francis, Bowden",FS,2024,10.032,61,0.1645,0.221,0,0,12,0,0,0,20
670124,"Oller, Adam",FC,2022,28.1814,68,0.4144,0.3901,12,0,7,2,0,5,9
670124,"Oller, Adam",FF,2022,45.5209,92,0.4948,0.4418,12,1,9,11,0,6,10
670124,"Oller, Adam",FF,2024,31.1239,60,0.5187,0.4713,10,2,9,3,0,5,8
670167,"Schreiber, John",FF,2022,13.285,62,0.2143,0.2263,8,0,4,2,0,1,26
670167,"Schreiber, John",FF,2025,20.9829,62,0.3384,0.3032,4,0,8,2,1,3,23
670167,"Schreiber, John",SI,2024,20.7478,68,0.3051,0.3141,7,2,12,4,0,0,10
670167,"Schreiber, John",ST,2022,15.8086,69,0.2291,0.2186,3,2,4,5,0,1,27
670174,"Winckowski, Josh",FC,2023,25.3654,91,0.2787,0.2595,7,1,20,3,0,0,24
670174,"Winckowski, Josh",FC,2024,21.5751,70,0.3082,0.3798,5,2,10,3,0,2,8
670174,"Winckowski, Josh",SI,2022,52.9265,119,0.4448,0.37,10,1,28,5,2,5,9
670174,"Winckowski, Josh",SI,2023,45.1796,102,0.4429,0.3711,7,1,23,5,0,6,14
670174,"Winckowski, Josh",SI,2024,32.3263,92,0.3514,0.3309,7,1,19,5,0,2,18
670174,"Winckowski, Josh",SL,2022,28.2513,76,0.3717,0.3197,9,0,8,5,1,3,18
670280,"Bednar, David",FF,2022,24.0312,83,0.2895,0.2721,5,0,9,8,0,1,30
670280,"Bednar, David",FF,2023,29.8202,111,0.2687,0.2595,10,0,12,4,2,2,35
670280,"Bednar, David",FF,2024,39.3153,122,0.3223,0.3439,17,0,15,7,0,3,22
670280,"Bednar, David",FF,2025,31.2316,94,0.3323,0.3229,5,1,15,3,2,3,24
670912,"Oviedo, Johan",CU,2023,22.3852,86,0.2603,0.2529,8,0,6,8,1,0,18
670912,"Oviedo, Johan",FF,2022,28.2106,88,0.3206,0.3183,10,2,11,5,0,2,13
670912,"Oviedo, Johan",FF,2023,97.218,252,0.3858,0.3874,27,10,36,12,0,12,45
670912,"Oviedo, Johan",SL,2022,22.2897,75,0.2972,0.2308,6,0,11,2,1,2,24
670912,"Oviedo, Johan",SL,2023,82.1858,256,0.321,0.3021,33,0,31,13,4,5,69
670950,"Richards, Trevor",CH,2022,17.672,87,0.2031,0.2008,7,0,10,2,0,1,45
670950,"Richards, Trevor",CH,2023,35.5482,142,0.2503,0.2257,6,2,13,4,0,6,61
670950,"Richards, Trevor",CH,2024,23.6991,104,0.2279,0.1923,4,1,8,3,0,4,31
670950,"Richards, Trevor",FF,2022,37.4612,93,0.4028,0.4163,17,0,13,3,0,5,17
670950,"Richards, Trevor",FF,2023,42.6382,103,0.414,0.3713,17,0,17,7,1,3,22
670950,"Richards, Trevor",FF,2024,41.0645,116,0.354,0.3917,24,1,18,3,0,3,22
670955,"Uceta, Edwin",CH,2025,23.8532,99,0.2409,0.2993,9,2,13,3,0,1,34
670955,"Uceta, Edwin",FF,2025,23.4414,89,0.2634,0.3028,7,6,5,3,0,3,33
670970,"Morejon, Adrian",FF,2022,24.4353,88,0.2777,0.3004,7,1,13,1,0,3,15
670970,"Morejon, Adrian",SI,2024,24.9569,71,0.3515,0.2972,8,0,13,7,0,0,9
670970,"Morejon, Adrian",SI,2025,33.7078,134,0.2516,0.2615,10,0,28,2,1,0,25
670990,"Ramírez, Yohan",SI,2022,17.9762,68,0.2644,0.2922,9,0,12,2,0,0,8
670990,"Ramírez, Yohan",SI,2023,37.0995,105,0.3533,0.3425,13,7,19,2,1,2,11
670990,"Ramírez, Yohan",SI,2024,27.5981,62,0.4451,0.4322,6,5,11,5,0,2,6
671096,"Abbott, Andrew",CH,2023,18.9049,76,0.2487,0.2722,8,0,11,2,0,1,25
671096,"Abbott, Andrew",CH,2024,18.1131,62,0.2921,0.2579,3,0,9,1,0,3,4
671096,"Abbott, Andrew",CH,2025,34.5724,118,0.293,0.3127,4,0,19,3,0,5,20
671096,"Abbott, Andrew",CU,2025,21.642,80,0.2705,0.2433,4,0,14,2,0,2,20
671096,"Abbott, Andrew",FF,2023,74.3055,200,0.3715,0.3635,26,1,26,8,1,10,59
671096,"Abbott, Andrew",FF,2024,83.6453,240,0.3485,0.3612,35,2,31,7,1,10,36
671096,"Abbott, Andrew",FF,2025,78.788,266,0.2962,0.3058,26,1,35,14,0,6,61
671096,"Abbott, Andrew",ST,2023,14.0059,64,0.2188,0.1722,3,0,4,3,0,2,16
671096,"Abbott, Andrew",ST,2024,22.3881,110,0.2035,0.1588,1,0,12,5,0,2,37
671106,"Allen, Logan",CH,2023,14.1728,71,0.1996,0.2258,4,0,11,2,0,0,26
671106,"Allen, Logan",CH,2024,22.9524,64,0.3586,0.3276,7,0,8,4,1,2,14
671106,"Allen, Logan",CH,2025,35.3542,121,0.2922,0.307,2,0,24,5,0,3,18
671106,"Allen, Logan",FF,2023,64.3606,194,0.3318,0.3505,22,1,22,8,0,9,36
671106,"Allen, Logan",FF,2024,65.1256,143,0.4554,0.4071,11,1,27,12,1,7,23
671106,"Allen, Logan",FF,2025,59.5468,154,0.3867,0.3586,19,1,22,9,0,7,28
671106,"Allen, Logan",SI,2025,18.3733,63,0.2916,0.338,11,1,12,1,0,0,7
671106,"Allen, Logan",ST,2023,25.2105,95,0.2654,0.2584,7,0,14,7,0,0,29
671106,"Allen, Logan",ST,2025,34.1429,98,0.3484,0.3132,9,0,16,6,0,3,24
671131,"Rutledge, Jackson",FF,2025,23.9228,61,0.3922,0.3997,7,1,9,0,1,4,14
671131,"Rutledge, Jackson",SI,2025,42.8628,96,0.4465,0.4079,10,2,20,5,0,5,7
671131,"Rutledge, Jackson",SL,2025,12.8963,60,0.2149,0.265,3,2,7,3,0,0,23
671212,"Boyle, Joe",FF,2024,39.3946,105,0.3752,0.3772,22,1,19,2,0,3,21
671212,"Boyle, Joe",FF,2025,25.378,66,0.3845,0.418,12,0,5,5,0,3,7
671212,"Boyle, Joe",SL,2024,15.3496,69,0.2225,0.2266,9,1,6,2,1,0,25
671345,"Foley, Jason",SI,2022,38.8439,137,0.2835,0.2948,7,0,33,4,1,0,23
671345,"Foley, Jason",SI,2023,44.4329,158,0.2812,0.2954,7,0,29,7,1,2,36
671345,"Foley, Jason",SI,2024,38.4808,105,0.3665,0.3599,10,2,20,4,1,3,12
671737,"Bradley, Taj",FC,2023,37.9498,92,0.4125,0.3654,8,0,16,4,0,6,17
671737,"Bradley, Taj",FC,2024,21.2549,94,0.2261,0.2702,3,2,8,3,0,3,31
671737,"Bradley, Taj",FC,2025,25.9541,102,0.2545,0.3405,8,1,14,3,0,2,18
671737,"Bradley, Taj",FF,2023,77.8754,202,0.3855,0.352,23,0,23,11,2,11,51
671737,"Bradley, Taj",FF,2024,79.2689,184,0.4308,0.4094,22,0,27,9,1,12,34
671737,"Bradley, Taj",FF,2025,85.5442,212,0.4035,0.3958,32,2,30,14,1,8,25
671737,"Bradley, Taj",FS,2024,36.3508,151,0.2407,0.2377,12,1,19,4,0,3,58
671737,"Bradley, Taj",FS,2025,19.4467,81,0.2401,0.2393,4,0,13,1,0,2,20
671922,"Smith, Cade",FF,2024,28.4686,145,0.1963,0.2377,7,2,15,6,0,1,55
671922,"Smith, Cade",FF,2025,22.9962,124,0.1855,0.1961,9,3,6,8,0,0,54
672282,"Detmers, Reid",CU,2023,19.9679,84,0.2377,0.2317,6,5,7,2,0,2,29
672282,"Detmers, Reid",FF,2022,47.2609,156,0.303,0.3483,18,1,18,8,0,4,29
672282,"Detmers, Reid",FF,2023,77.7505,200,0.3888,0.3789,21,4,33,7,1,10,41
672282,"Detmers, Reid",FF,2024,51.4856,120,0.429,0.3765,18,2,17,6,0,7,22
672282,"Detmers, Reid",FF,2025,25.4311,86,0.2957,0.3407,9,1,14,4,0,1,21
672282,"Detmers, Reid",SL,2022,33.9172,132,0.2569,0.2372,4,1,22,6,1,1,41
672282,"Detmers, Reid",SL,2023,50.813,192,0.2647,0.2927,17,1,28,9,0,2,64
672282,"Detmers, Reid",SL,2024,36.7465,109,0.3371,0.2578,10,0,14,5,0,5,42
672282,"Detmers, Reid",SL,2025,22.1226,74,0.299,0.3085,3,0,12,4,0,2,24
672335,"Pérez, Cionel",FF,2022,14.6323,62,0.236,0.3275,4,1,6,3,0,1,17
672335,"Pérez, Cionel",SI,2023,26.348,73,0.3609,0.3355,10,2,20,2,0,0,6
672335,"Pérez, Cionel",SI,2024,22.9299,84,0.273,0.3223,10,2,12,3,1,0,12
672335,"Pérez, Cionel",SL,2022,15.9606,65,0.2455,0.313,6,0,12,0,0,1,15
672335,"Pérez, Cionel",SL,2024,16.3378,71,0.2301,0.1985,2,3,4,6,1,0,25
672391,"Ort, Kaleb",FF,2022,24.7296,70,0.3533,0.3216,5,2,12,4,0,2,16
672391,"Ort, Kaleb",FF,2025,28.3855,85,0.3339,0.3248,18,0,8,1,0,4,19
672456,"Montero, Keider",FF,2024,49.3245,136,0.3627,0.3786,13,0,18,5,0,8,25
672456,"Montero, Keider",FF,2025,29.0834,87,0.3343,0.4273,10,1,18,2,0,2,13
672456,"Montero, Keider",SL,2024,29.171,94,0.3103,0.292,4,0,18,0,1,4,24
672578,"Hernández, Carlos",FF,2022,39.3288,86,0.4573,0.4196,16,0,19,3,0,4,7
672578,"Hernández, Carlos",FF,2023,48.4455,116,0.4176,0.3821,20,0,18,8,2,3,28
672578,"Hernández, Carlos",FF,2024,13.4823,61,0.221,0.3087,8,1,5,3,0,0,10
672578,"Hernández, Carlos",FF,2025,33.8504,93,0.364,0.3998,14,0,23,3,0,1,10
672578,"Hernández, Carlos",SL,2023,17.2888,69,0.2506,0.2543,2,0,7,4,0,2,21
672582,"Zerpa, Angel",SI,2024,27.2845,101,0.2701,0.2746,8,2,21,1,0,1,30
672582,"Zerpa, Angel",SI,2025,32.5041,97,0.3351,0.304,14,1,19,4,0,1,19
672582,"Zerpa, Angel",SL,2025,24.3003,64,0.3797,0.3428,2,1,7,5,0,4,18
672710,"Contreras, Roansy",FF,2022,61.5315,137,0.4491,0.4277,17,1,12,15,0,8,17
672710,"Contreras, Roansy",FF,2023,51.2564,108,0.4746,0.4601,20,0,21,11,0,3,11
672710,"Contreras, Roansy",FF,2024,25.0662,97,0.2584,0.3397,8,1,11,6,0,1,20
672710,"Contreras, Roansy",SL,2022,27.1243,125,0.217,0.2379,9,0,8,6,1,2,44
672710,"Contreras, Roansy",SL,2023,34.4531,120,0.2871,0.3019,8,0,18,2,0,5,28
672710,"Contreras, Roansy",SL,2024,26.4018,62,0.4258,0.3453,6,0,6,4,0,5,15
672782,"Gómez, Yoendrys",FF,2025,19.5652,73,0.268,0.3802,9,0,8,2,0,2,21
672841,"Vargas, Carlos",SI,2025,37.1359,113,0.3286,0.3301,9,2,26,3,0,2,13
672851,"Adon, Joan",FF,2022,70.0465,162,0.4324,0.4335,24,2,21,12,3,6,21
672851,"Adon, Joan",FF,2023,21.271,62,0.3431,0.3617,5,0,11,5,0,1,12
673513,"Matsui, Yuki",FF,2024,32.4185,83,0.3906,0.3645,13,0,10,3,0,5,14
673513,"Matsui, Yuki",FF,2025,24.0308,73,0.3292,0.3401,12,0,4,1,0,5,14
673513,"Matsui, Yuki",FS,2025,26.3403,80,0.3293,0.2675,6,0,12,4,0,3,27
673540,"Senga, Kodai",FC,2023,46.3835,159,0.2917,0.3443,21,2,29,3,0,2,13
673540,"Senga, Kodai",FC,2025,33.9189,79,0.4294,0.4274,11,0,13,5,0,4,2
673540,"Senga, Kodai",FF,2023,67.4492,202,0.3339,0.3539,22,1,27,9,0,8,50
673540,"Senga, Kodai",FF,2025,44.9436,114,0.3942,0.3514,9,1,12,10,3,4,24
673540,"Senga, Kodai",FO,2023,27.4713,152,0.1807,0.1943,18,1,12,3,0,1,87
673540,"Senga, Kodai",FO,2025,24.9668,136,0.1836,0.2092,13,1,9,5,0,1,58
673929,"Leasure, Jordan",FF,2024,14.9425,63,0.2372,0.2925,12,1,1,3,0,1,11
673929,"Leasure, Jordan",FF,2025,38.4298,117,0.3285,0.3119,15,1,11,6,1,4,34
673929,"Leasure, Jordan",SL,2025,18.3822,80,0.2298,0.2423,8,0,4,4,0,2,24
674003,"Bradford, Cody",CH,2023,15.5133,66,0.235,0.2609,5,0,7,5,0,0,14
674003,"Bradford, Cody",CH,2024,18.2278,67,0.2721,0.2902,3,1,10,0,0,3,17
674003,"Bradford, Cody",FF,2023,47.7187,132,0.3615,0.3072,6,1,16,7,2,7,34
674003,"Bradford, Cody",FF,2024,31.3037,121,0.2587,0.2732,5,0,15,3,1,4,30
674072,"Henry, Tommy",CU,2023,18.5277,66,0.2807,0.2887,1,1,13,3,0,1,13
674072,"Henry, Tommy",FF,2022,32.7048,90,0.3634,0.3569,11,2,13,3,0,4,8
674072,"Henry, Tommy",FF,2023,46.2899,122,0.3794,0.3786,20,1,16,5,1,5,14
674370,"Bido, Osvaldo",FF,2024,22.0567,75,0.2941,0.2898,12,2,9,1,0,2,20
674370,"Bido, Osvaldo",FF,2025,32.1527,85,0.3783,0.4426,11,2,14,4,0,3,11
674370,"Bido, Osvaldo",SL,2023,18.6822,69,0.2708,0.3225,8,1,9,3,1,0,10
674370,"Bido, Osvaldo",SL,2025,32.1953,86,0.3744,0.3482,7,1,9,2,0,7,23
